月份,中国经济政策不确定性指数,中国贸易政策不确定性指数,全球经济政策不确定性指数,中国经济政策不确定性指数_变化,中国经济政策不确定性指数_环比,中国贸易政策不确定性指数_变化,中国贸易政策不确定性指数_环比,全球经济政策不确定性指数_变化,全球经济政策不确定性指数_环比
1960-10-01,31.966006212043,,,-1.5868488242415992,-4.729400292540098,,,,
1960-11-01,182.9617757545,,,150.995769542457,472.3635744197855,,,,
1960-12-01,0.0,,,-182.9617757545,-100.0,,,,
1961-01-01,0.0,,,0.0,,,,,
1961-02-01,186.989031897638,,,186.989031897638,inf,,,,
1961-03-01,32.1068945841823,,,-154.8821373134557,-82.82953055676639,,,,
1961-04-01,0.0,,,-32.1068945841823,-100.0,,,,
1961-05-01,173.355779863179,,,173.355779863179,inf,,,,
1961-06-01,124.302649729085,,,-49.053130134094005,-28.29621843171838,,,,
1961-07-01,34.7995110089704,,,-89.5031387201146,-72.00420820890368,,,,
1961-08-01,76.8838151457293,,,42.0843041367589,120.93360773348417,,,,
1961-09-01,195.562105393716,,,118.6782902479867,154.36056343332876,,,,
1961-10-01,0.0,,,-195.562105393716,-100.0,,,,
1961-11-01,75.4288425483499,,,75.4288425483499,inf,,,,
1961-12-01,75.6549030155278,,,0.22606046717788786,0.29970029970032286,,,,
1962-01-01,161.300442850997,,,85.64553983546921,113.20553780617612,,,,
1962-02-01,0.0,,,-161.300442850997,-100.0,,,,
1962-03-01,37.0617743023743,,,37.0617743023743,inf,,,,
1962-04-01,77.2760795087177,,,40.2143052063434,108.50615212927659,,,,
1962-05-01,0.0,,,-77.2760795087177,-100.0,,,,
1962-06-01,74.8325671131851,,,74.8325671131851,inf,,,,
1962-07-01,0.0,,,-74.8325671131851,-100.0,,,,
1962-08-01,223.393976160894,,,223.393976160894,inf,,,,
1962-09-01,46.4651160459959,,,-176.9288601148981,-79.20037198651653,,,,
1962-10-01,0.0,,,-46.4651160459959,-100.0,,,,
1962-11-01,0.0,,,0.0,,,,,
1962-12-01,71.7145434834691,,,71.7145434834691,inf,,,,
1963-01-01,48.3141331915256,,,-23.4004102919435,-32.629936907201426,,,,
1963-02-01,50.0857744391904,,,1.7716412476648031,3.6669213139801426,,,,
1963-03-01,123.051357175574,,,72.9655827363836,145.68125092080143,,,,
1963-04-01,79.8845547663959,,,-43.1668024091781,-35.08031394370255,,,,
1963-05-01,0.0,,,-79.8845547663959,-100.0,,,,
1963-06-01,82.5851231390876,,,82.5851231390876,inf,,,,
1963-07-01,84.2386628682351,,,1.6535397291474965,2.002224694104582,,,,
1963-08-01,178.106308918668,,,93.8676460504329,111.4305983195143,,,,
1963-09-01,0.0,,,-178.106308918668,-100.0,,,,
1963-10-01,217.664667513226,,,217.664667513226,inf,,,,
1963-11-01,50.9815542308711,,,-166.6831132823549,-76.57793760773171,,,,
1963-12-01,49.9331902063216,,,-1.0483640245494996,-2.0563594821020215,,,,
1964-01-01,85.6680519440536,,,35.734861737732004,71.56534879921999,,,,
1964-02-01,220.467417521232,,,134.79936557717838,157.35080058224096,,,,
1964-03-01,49.5932516950834,,,-170.87416582614858,-77.50540544599642,,,,
1964-04-01,0.0,,,-49.5932516950834,-100.0,,,,
1964-05-01,94.6631973981792,,,94.6631973981792,inf,,,,
1964-06-01,178.450843225949,,,83.78764582776981,88.51132027089277,,,,
1964-07-01,46.3665337630129,,,-132.0843094629361,-74.01719547813791,,,,
1964-08-01,48.5287037312363,,,2.1621699682233952,4.663212435233155,,,,
1964-09-01,94.0752272280042,,,45.5465234967679,93.85481167808554,,,,
1964-10-01,125.236491286164,,,31.1612640581598,33.12377230047632,,,,
1964-11-01,191.965926282746,,,66.72943499658201,53.28274076611264,,,,
1964-12-01,43.1330781190133,,,-148.8328481637327,-77.53086761059735,,,,
1965-01-01,203.655534597481,,,160.5224564784677,372.15627420689117,,,,
1965-02-01,0.0,,,-203.655534597481,-100.0,,,,
1965-03-01,262.414373859757,,,262.414373859757,inf,,,,
1965-04-01,72.8874694173432,,,-189.5269044424138,-72.22428468941389,,,,
1965-05-01,73.7068900965714,,,0.8194206792282017,1.1242270938730536,,,,
1965-06-01,0.0,,,-73.7068900965714,-100.0,,,,
1965-07-01,70.1200842148666,,,70.1200842148666,inf,,,,
1965-08-01,162.015109474105,,,91.89502525923841,131.05378621287392,,,,
1965-09-01,0.0,,,-162.015109474105,-100.0,,,,
1965-10-01,33.6562005856777,,,33.6562005856777,inf,,,,
1965-11-01,93.7259380179992,,,60.069737432321496,178.48044754607267,,,,
1965-12-01,0.0,,,-93.7259380179992,-100.0,,,,
1966-01-01,405.479701163257,,,405.479701163257,inf,,,,
1966-02-01,167.628890235311,,,-237.85081092794601,-58.65911665752681,,,,
1966-03-01,159.648406024919,,,-7.980484210391978,-4.760804774874594,,,,
1966-04-01,393.668551011403,,,234.02014498648398,146.58470498600315,,,,
1966-05-01,149.075901414455,,,-244.592649596948,-62.13162036148099,,,,
1966-06-01,0.0,,,-149.075901414455,-100.0,,,,
1966-07-01,227.836514575498,,,227.836514575498,inf,,,,
1966-08-01,0.0,,,-227.836514575498,-100.0,,,,
1966-09-01,0.0,,,0.0,,,,,
1966-10-01,0.0,,,0.0,,,,,
1966-11-01,0.0,,,0.0,,,,,
1966-12-01,196.270128817784,,,196.270128817784,inf,,,,
1967-01-01,0.0,,,-196.270128817784,-100.0,,,,
1967-02-01,0.0,,,0.0,,,,,
1967-03-01,0.0,,,0.0,,,,,
1967-04-01,0.0,,,0.0,,,,,
1967-05-01,0.0,,,0.0,,,,,
1967-06-01,0.0,,,0.0,,,,,
1967-07-01,334.425614648901,,,334.425614648901,inf,,,,
1967-08-01,136.304113806445,,,-198.121500842456,-59.242322407168245,,,,
1967-09-01,0.0,,,-136.304113806445,-100.0,,,,
1967-10-01,0.0,,,0.0,,,,,
1967-11-01,0.0,,,0.0,,,,,
1967-12-01,133.392225312106,,,133.392225312106,inf,,,,
1968-01-01,0.0,,,-133.392225312106,-100.0,,,,
1968-02-01,0.0,,,0.0,,,,,
1968-03-01,0.0,,,0.0,,,,,
1968-04-01,0.0,,,0.0,,,,,
1968-05-01,0.0,,,0.0,,,,,
1968-06-01,0.0,,,0.0,,,,,
1968-07-01,0.0,,,0.0,,,,,
1968-08-01,0.0,,,0.0,,,,,
1968-09-01,0.0,,,0.0,,,,,
1968-10-01,81.7484772330427,,,81.7484772330427,inf,,,,
1968-11-01,81.0411356500621,,,-0.7073415829806038,-0.8652657601977864,,,,
1968-12-01,0.0,,,-81.0411356500621,-100.0,,,,
1969-01-01,0.0,,,0.0,,,,,
1969-02-01,0.0,,,0.0,,,,,
1969-03-01,0.0,,,0.0,,,,,
1969-04-01,0.0,,,0.0,,,,,
1969-05-01,0.0,,,0.0,,,,,
1969-06-01,0.0,,,0.0,,,,,
1969-07-01,0.0,,,0.0,,,,,
1969-08-01,0.0,,,0.0,,,,,
1969-09-01,0.0,,,0.0,,,,,
1969-10-01,0.0,,,0.0,,,,,
1969-11-01,0.0,,,0.0,,,,,
1969-12-01,0.0,,,0.0,,,,,
1970-01-01,0.0,,,0.0,,,,,
1970-02-01,275.542112700356,,,275.542112700356,inf,,,,
1970-03-01,0.0,,,-275.542112700356,-100.0,,,,
1970-04-01,0.0,,,0.0,,,,,
1970-05-01,0.0,,,0.0,,,,,
1970-06-01,0.0,,,0.0,,,,,
1970-07-01,0.0,,,0.0,,,,,
1970-08-01,0.0,,,0.0,,,,,
1970-09-01,186.200158798629,,,186.200158798629,inf,,,,
1970-10-01,0.0,,,-186.200158798629,-100.0,,,,
1970-11-01,0.0,,,0.0,,,,,
1970-12-01,0.0,,,0.0,,,,,
1971-01-01,0.0,,,0.0,,,,,
1971-02-01,0.0,,,0.0,,,,,
1971-03-01,0.0,,,0.0,,,,,
1971-04-01,0.0,,,0.0,,,,,
1971-05-01,0.0,,,0.0,,,,,
1971-06-01,0.0,,,0.0,,,,,
1971-07-01,0.0,,,0.0,,,,,
1971-08-01,119.826832149593,,,119.826832149593,inf,,,,
1971-09-01,0.0,,,-119.826832149593,-100.0,,,,
1971-10-01,0.0,,,0.0,,,,,
1971-11-01,0.0,,,0.0,,,,,
1971-12-01,0.0,,,0.0,,,,,
1972-01-01,174.212972823744,,,174.212972823744,inf,,,,
1972-02-01,192.059834624184,,,17.846861800439996,10.244278317032185,,,,
1972-03-01,0.0,,,-192.059834624184,-100.0,,,,
1972-04-01,0.0,,,0.0,,,,,
1972-05-01,122.939217400232,,,122.939217400232,inf,,,,
1972-06-01,60.5376535003695,,,-62.401563899862495,-50.75806176373524,,,,
1972-07-01,0.0,,,-60.5376535003695,-100.0,,,,
1972-08-01,199.23745311059,,,199.23745311059,inf,,,,
1972-09-01,0.0,,,-199.23745311059,-100.0,,,,
1972-10-01,123.957765963789,,,123.957765963789,inf,,,,
1972-11-01,0.0,,,-123.957765963789,-100.0,,,,
1972-12-01,0.0,,,0.0,,,,,
1973-01-01,0.0,,,0.0,,,,,
1973-02-01,55.3268175028694,,,55.3268175028694,inf,,,,
1973-03-01,0.0,,,-55.3268175028694,-100.0,,,,
1973-04-01,0.0,,,0.0,,,,,
1973-05-01,0.0,,,0.0,,,,,
1973-06-01,0.0,,,0.0,,,,,
1973-07-01,0.0,,,0.0,,,,,
1973-08-01,0.0,,,0.0,,,,,
1973-09-01,0.0,,,0.0,,,,,
1973-10-01,0.0,,,0.0,,,,,
1973-11-01,0.0,,,0.0,,,,,
1973-12-01,0.0,,,0.0,,,,,
1974-01-01,0.0,,,0.0,,,,,
1974-02-01,0.0,,,0.0,,,,,
1974-03-01,0.0,,,0.0,,,,,
1974-04-01,51.5832248158145,,,51.5832248158145,inf,,,,
1974-05-01,0.0,,,-51.5832248158145,-100.0,,,,
1974-06-01,0.0,,,0.0,,,,,
1974-07-01,0.0,,,0.0,,,,,
1974-08-01,0.0,,,0.0,,,,,
1974-09-01,0.0,,,0.0,,,,,
1974-10-01,0.0,,,0.0,,,,,
1974-11-01,0.0,,,0.0,,,,,
1974-12-01,51.7460763543017,,,51.7460763543017,inf,,,,
1975-01-01,0.0,,,-51.7460763543017,-100.0,,,,
1975-02-01,313.836691187277,,,313.836691187277,inf,,,,
1975-03-01,0.0,,,-313.836691187277,-100.0,,,,
1975-04-01,52.9154792097661,,,52.9154792097661,inf,,,,
1975-05-01,0.0,,,-52.9154792097661,-100.0,,,,
1975-06-01,0.0,,,0.0,,,,,
1975-07-01,0.0,,,0.0,,,,,
1975-08-01,0.0,,,0.0,,,,,
1975-09-01,0.0,,,0.0,,,,,
1975-10-01,0.0,,,0.0,,,,,
1975-11-01,0.0,,,0.0,,,,,
1975-12-01,54.2285183961127,,,54.2285183961127,inf,,,,
1976-01-01,0.0,,,-54.2285183961127,-100.0,,,,
1976-02-01,0.0,,,0.0,,,,,
1976-03-01,0.0,,,0.0,,,,,
1976-04-01,0.0,,,0.0,,,,,
1976-05-01,0.0,,,0.0,,,,,
1976-06-01,0.0,,,0.0,,,,,
1976-07-01,0.0,,,0.0,,,,,
1976-08-01,0.0,,,0.0,,,,,
1976-09-01,63.7145565995143,,,63.7145565995143,inf,,,,
1976-10-01,0.0,,,-63.7145565995143,-100.0,,,,
1976-11-01,0.0,,,0.0,,,,,
1976-12-01,0.0,,,0.0,,,,,
1977-01-01,0.0,,,0.0,,,,,
1977-02-01,0.0,,,0.0,,,,,
1977-03-01,0.0,,,0.0,,,,,
1977-04-01,0.0,,,0.0,,,,,
1977-05-01,0.0,,,0.0,,,,,
1977-06-01,0.0,,,0.0,,,,,
1977-07-01,0.0,,,0.0,,,,,
1977-08-01,0.0,,,0.0,,,,,
1977-09-01,0.0,,,0.0,,,,,
1977-10-01,0.0,,,0.0,,,,,
1977-11-01,160.359479267796,,,160.359479267796,inf,,,,
1977-12-01,0.0,,,-160.359479267796,-100.0,,,,
1978-01-01,198.290756854392,,,198.290756854392,inf,,,,
1978-02-01,122.343389206047,,,-75.947367648345,-38.301012539941205,,,,
1978-03-01,0.0,,,-122.343389206047,-100.0,,,,
1978-04-01,0.0,,,0.0,,,,,
1978-05-01,96.3442744171936,,,96.3442744171936,inf,,,,
1978-06-01,0.0,,,-96.3442744171936,-100.0,,,,
1978-07-01,91.7596623385588,,,91.7596623385588,inf,,,,
1978-08-01,142.887845129327,,,51.12818279076819,55.71967189910132,,,,
1978-09-01,0.0,,,-142.887845129327,-100.0,,,,
1978-10-01,0.0,,,0.0,,,,,
1978-11-01,80.0027806478343,,,80.0027806478343,inf,,,,
1978-12-01,0.0,,,-80.0027806478343,-100.0,,,,
1979-01-01,0.0,,,0.0,,,,,
1979-02-01,64.5744389707666,,,64.5744389707666,inf,,,,
1979-03-01,27.1606708921765,,,-37.413768078590095,-57.93897504169975,,,,
1979-04-01,53.7578423882499,,,26.597171496073397,97.92531120332002,,,,
1979-05-01,52.9055510709955,,,-0.852291317254398,-1.5854269431034407,,,,
1979-06-01,87.1046895789821,,,34.1991385079866,64.64187181812694,,,,
1979-07-01,0.0,,,-87.1046895789821,-100.0,,,,
1979-08-01,53.6095448920064,,,53.6095448920064,inf,,,,
1979-09-01,0.0,,,-53.6095448920064,-100.0,,,,
1979-10-01,269.736736835472,,,269.736736835472,inf,,,,
1979-11-01,270.002343892745,,,0.2656070572729732,0.09846899624761374,,,,
1979-12-01,143.616774876213,,,-126.385569016532,-46.80906365269817,,,,
1980-01-01,103.002169378745,,,-40.61460549746799,-28.279847902499387,,,,
1980-02-01,17.7799268283187,,,-85.2222425504263,-82.73829868287447,,,,
1980-03-01,0.0,,,-17.7799268283187,-100.0,,,,
1980-04-01,0.0,,,0.0,,,,,
1980-05-01,109.454049267012,,,109.454049267012,inf,,,,
1980-06-01,32.8684313291371,,,-76.5856179378749,-69.97056614236818,,,,
1980-07-01,80.1979613128359,,,47.3295299836988,143.99692370393797,,,,
1980-08-01,127.098158607155,,,46.9001972943191,58.48053557293183,,,,
1980-09-01,32.3621315959239,,,-94.7360270112311,-74.5376865010678,,,,
1980-10-01,0.0,,,-32.3621315959239,-100.0,,,,
1980-11-01,236.491981246908,,,236.491981246908,inf,,,,
1980-12-01,88.2502772061724,,,-148.2417040407356,-62.68360697015125,,,,
1981-01-01,0.0,,,-88.2502772061724,-100.0,,,,
1981-02-01,0.0,,,0.0,,,,,
1981-03-01,78.2902955839576,,,78.2902955839576,inf,,,,
1981-04-01,111.724306911374,,,33.4340113274164,42.70517958584299,,,,
1981-05-01,64.1633017692194,,,-47.5610051421546,-42.5699710805838,,,,
1981-06-01,0.0,,,-64.1633017692194,-100.0,,,,
1981-07-01,16.4550889274787,,,16.4550889274787,inf,,,,
1981-08-01,40.9599492215664,,,24.5048602940877,148.91964669462538,,,,
1981-09-01,121.907555667027,,,80.9476064454606,197.62623729728585,,,,
1981-10-01,43.0018233336538,,,-78.9057323333732,-64.72587519422741,,,,
1981-11-01,42.5840157237919,,,-0.417807609861903,-0.9716044052832551,,,,
1981-12-01,90.5391256136002,,,47.955109889808305,112.61293486470217,,,,
1982-01-01,62.3936504715915,,,-28.145475142008706,-31.086532978159088,,,,
1982-02-01,45.6166734166592,,,-16.776977054932303,-26.888917266623213,,,,
1982-03-01,29.0485202142785,,,-16.568153202380696,-36.32038893114466,,,,
1982-04-01,108.333376750823,,,79.28485653654451,272.9393991559434,,,,
1982-05-01,123.637023850233,,,15.30364709941,14.126437814829519,,,,
1982-06-01,47.8853224394719,,,-75.75170141076111,-61.269431317371804,,,,
1982-07-01,27.1598465796856,,,-20.7254758597863,-43.28147917555272,,,,
1982-08-01,102.46729419373,,,75.3074476140444,277.27493744523264,,,,
1982-09-01,131.935014598867,,,29.467720405137015,28.75817170445021,,,,
1982-10-01,70.8978996059825,,,-61.03711499288451,-46.263014544289646,,,,
1982-11-01,75.6541052882105,,,4.756205682228,6.708528332518693,,,,
1982-12-01,51.1753312304963,,,-24.478774057714205,-32.35617414872638,,,,
1983-01-01,29.5790867935347,,,-21.596244436961598,-42.2004976180633,,,,
1983-02-01,28.8374998742572,,,-0.7415869192774984,-2.5071325712448744,,,,
1983-03-01,114.660029164458,,,85.82252929020079,297.6073850521739,,,,
1983-04-01,41.6877941151641,,,-72.97223504929389,-63.64226102247812,,,,
1983-05-01,41.5688984456734,,,-0.11889566949070485,-0.2852049910874399,,,,
1983-06-01,52.952207148099,,,11.383308702425602,27.384196185286225,,,,
1983-07-01,109.442618355861,,,56.490411207762,106.68188211639071,,,,
1983-08-01,37.3880957065017,,,-72.0545226493593,-65.83771818677486,,,,
1983-09-01,50.1776686265216,,,12.7895729200199,34.20760720315536,,,,
1983-10-01,13.5613817329744,,,-36.6162868935472,-72.97327256490654,,,,
1983-11-01,92.5003967126246,,,78.93901497965021,582.0868148539066,,,,
1983-12-01,54.4910486582967,,,-38.00934805432791,-41.09101085524354,,,,
1984-01-01,62.6380661510148,,,8.1470174927181,14.951111592303068,,,,
1984-02-01,44.487248245391,,,-18.150817905623796,-28.977296109148377,,,,
1984-03-01,14.9833924621066,,,-29.5038557832844,-66.3198038695079,,,,
1984-04-01,103.77938114207,,,88.79598867996339,592.6293988796651,,,,
1984-05-01,28.717643266301,,,-75.061737875769,-72.3281802702334,,,,
1984-06-01,27.2670282946804,,,-1.450614971620599,-5.051302288871451,,,,
1984-07-01,37.6403904799386,,,10.373362185258202,38.04361103509755,,,,
1984-08-01,21.4446460889882,,,-16.195744390950402,-43.02756742011572,,,,
1984-09-01,59.7034102099918,,,38.2587641210036,178.40706702382664,,,,
1984-10-01,56.8959315133886,,,-2.807478696603205,-4.702375771716561,,,,
1984-11-01,12.8954611966505,,,-44.000470316738095,-77.33500295426929,,,,
1984-12-01,33.3878579142247,,,20.492396717574202,158.9117008308082,,,,
1985-01-01,116.457790836568,,,83.0699329223433,248.8028226780965,,,,
1985-02-01,24.041283820014,,,-92.416507016554,-79.3562254209746,,,,
1985-03-01,88.7406509853327,,,64.6993671653187,269.1177711210974,,,,
1985-04-01,138.949970752588,,,50.209319767255295,56.57984160557265,,,,
1985-05-01,35.2750357059114,,,-103.67493504667661,-74.61313916451157,,,,
1985-06-01,74.8488659242124,,,39.573830218301005,112.18650648075518,,,,
1985-07-01,35.2663874366858,,,-39.58247848752661,-52.88320403893029,,,,
1985-08-01,50.3037539363631,,,15.037366499677304,42.639373047988215,,,,
1985-09-01,13.9708555164287,,,-36.3328984199344,-72.22701205539737,,,,
