series,horizon,model,MAE,RMSE,MAPE_%,Bias,n_obs,naive_MAE,naive_RMSE,naive_MAPE_%,ensemble_MAE,ensemble_RMSE,ensemble_MAPE_%,beats_naive,beats_ensemble
1#铜,28,Selected_adaptive_anchor,1975.0962479796062,2549.992926254221,2.179293981831025,691.8271937851481,120,3539.380530973451,4261.039126071886,3.8385882107594402,3173.0498623778685,3779.1877090209987,3.4747278397667523,True,True
1#铜,29,Final_ensemble,3105.263926330827,3726.253267907999,3.390580943407699,-352.09073929410357,120,3524.7050147492623,4271.167910893694,3.810692501794051,3105.263926330827,3726.253267907999,3.390580943407699,True,False
1#铜,29,Hybrid_variable_anchor,1918.1755191797574,2470.457514885817,2.1104084933460396,708.5295805387291,120,3524.7050147492623,4271.167910893694,3.810692501794051,3105.263926330827,3726.253267907999,3.390580943407699,True,True
1#铜,29,Naive_last,3524.7050147492623,4271.167910893694,3.810692501794051,-1791.5191740412986,120,3524.7050147492623,4271.167910893694,3.810692501794051,3105.263926330827,3726.253267907999,3.390580943407699,False,False
1#铜,29,Selected_adaptive_anchor,1918.1755191797574,2470.457514885817,2.1104084933460396,708.5295805387291,120,3524.7050147492623,4271.167910893694,3.810692501794051,3105.263926330827,3726.253267907999,3.390580943407699,True,True
1#铜,30,Final_ensemble,3037.677738326966,3688.362122752185,3.3093926526374857,-389.6068566527939,120,3517.256637168141,4294.339010184593,3.793692276029604,3037.677738326966,3688.362122752185,3.3093926526374857,True,False
1#铜,30,Hybrid_variable_anchor,1910.8351098691703,2420.1838360831102,2.0955242777580496,748.267343884343,120,3517.256637168141,4294.339010184593,3.793692276029604,3037.677738326966,3688.362122752185,3.3093926526374857,True,True
1#铜,30,Naive_last,3517.256637168141,4294.339010184593,3.793692276029604,-1892.9203539823015,120,3517.256637168141,4294.339010184593,3.793692276029604,3037.677738326966,3688.362122752185,3.3093926526374857,False,False
1#铜,30,Selected_adaptive_anchor,1910.8351098691703,2420.1838360831102,2.0955242777580496,748.267343884343,120,3517.256637168141,4294.339010184593,3.793692276029604,3037.677738326966,3688.362122752185,3.3093926526374857,True,True
A00铝,1,Final_ensemble,166.37168141592895,229.78764083824362,0.7827870522408185,-2.949852507374635,120,166.37168141592895,229.78764083824362,0.7827870522408185,166.37168141592895,229.78764083824362,0.7827870522408185,False,False
A00铝,1,Hybrid_variable_anchor,166.98032529152383,229.06760717320265,0.785495811432216,-4.867319654603792,120,166.37168141592895,229.78764083824362,0.7827870522408185,166.37168141592895,229.78764083824362,0.7827870522408185,False,False
A00铝,1,Naive_last,166.37168141592895,229.78764083824362,0.7827870522408185,-2.949852507374635,120,166.37168141592895,229.78764083824362,0.7827870522408185,166.37168141592895,229.78764083824362,0.7827870522408185,False,False
A00铝,1,Selected_adaptive_anchor,166.37168141592895,229.78764083824362,0.7827870522408185,-2.949852507374635,120,166.37168141592895,229.78764083824362,0.7827870522408185,166.37168141592895,229.78764083824362,0.7827870522408185,False,False
A00铝,2,Final_ensemble,206.04719764011742,292.1359440751154,0.9712777522999001,-3.244837758112135,120,206.04719764011742,292.1359440751154,0.9712777522999001,206.04719764011742,292.1359440751154,0.9712777522999001,False,False
A00铝,2,Hybrid_variable_anchor,199.89074178511143,287.3582856519067,0.9416948253536028,-8.598911580396665,120,206.04719764011742,292.1359440751154,0.9712777522999001,206.04719764011742,292.1359440751154,0.9712777522999001,True,True
A00铝,2,Naive_last,206.04719764011742,292.1359440751154,0.9712777522999001,-3.244837758112135,120,206.04719764011742,292.1359440751154,0.9712777522999001,206.04719764011742,292.1359440751154,0.9712777522999001,False,False
A00铝,2,Selected_adaptive_anchor,199.89074178511143,287.3582856519067,0.9416948253536028,-8.598911580396665,120,206.04719764011742,292.1359440751154,0.9712777522999001,206.04719764011742,292.1359440751154,0.9712777522999001,True,True
A00铝,3,Final_ensemble,268.95280235988156,364.5912090001826,1.2659359908511085,-7.890855457227129,120,268.95280235988156,364.5912090001826,1.2659359908511085,268.95280235988156,364.5912090001826,1.2659359908511085,False,False
A00铝,3,Hybrid_variable_anchor,259.51504721939205,357.0728872990255,1.221081197000507,-16.33652819436611,120,268.95280235988156,364.5912090001826,1.2659359908511085,268.95280235988156,364.5912090001826,1.2659359908511085,True,True
A00铝,3,Naive_last,268.95280235988156,364.5912090001826,1.2659359908511085,-7.890855457227129,120,268.95280235988156,364.5912090001826,1.2659359908511085,268.95280235988156,364.5912090001826,1.2659359908511085,False,False
A00铝,3,Selected_adaptive_anchor,259.51504721939205,357.0728872990255,1.221081197000507,-16.33652819436611,120,268.95280235988156,364.5912090001826,1.2659359908511085,268.95280235988156,364.5912090001826,1.2659359908511085,True,True
A00铝,4,Final_ensemble,306.85840707964564,423.71964201598075,1.4461427867287582,-14.085545722713839,120,306.85840707964564,423.71964201598075,1.4461427867287582,306.85840707964564,423.71964201598075,1.4461427867287582,False,False
A00铝,4,Hybrid_variable_anchor,291.16417147029335,413.9139477383817,1.3720406357044908,-25.23185645156797,120,306.85840707964564,423.71964201598075,1.4461427867287582,306.85840707964564,423.71964201598075,1.4461427867287582,True,True
A00铝,4,Naive_last,306.85840707964564,423.71964201598075,1.4461427867287582,-14.085545722713839,120,306.85840707964564,423.71964201598075,1.4461427867287582,306.85840707964564,423.71964201598075,1.4461427867287582,False,False
A00铝,4,Selected_adaptive_anchor,291.16417147029335,413.9139477383817,1.3720406357044908,-25.23185645156797,120,306.85840707964564,423.71964201598075,1.4461427867287582,306.85840707964564,423.71964201598075,1.4461427867287582,True,True
A00铝,5,Final_ensemble,348.15634218289046,481.1215317526055,1.6410838391317284,-19.247787610619465,120,348.15634218289046,481.1215317526055,1.6410838391317284,348.15634218289046,481.1215317526055,1.6410838391317284,False,False
A00铝,5,Hybrid_variable_anchor,325.7116182338351,468.8679367572502,1.5349090465972581,-33.02085026664439,120,348.15634218289046,481.1215317526055,1.6410838391317284,348.15634218289046,481.1215317526055,1.6410838391317284,True,True
A00铝,5,Naive_last,348.15634218289046,481.1215317526055,1.6410838391317284,-19.247787610619465,120,348.15634218289046,481.1215317526055,1.6410838391317284,348.15634218289046,481.1215317526055,1.6410838391317284,False,False
A00铝,5,Selected_adaptive_anchor,325.7116182338351,468.8679367572502,1.5349090465972581,-33.02085026664439,120,348.15634218289046,481.1215317526055,1.6410838391317284,348.15634218289046,481.1215317526055,1.6410838391317284,True,True
A00铝,6,Final_ensemble,381.4896755162243,527.4805219596321,1.799509596659015,-27.21238938053096,120,381.4896755162243,527.4805219596321,1.799509596659015,381.4896755162243,527.4805219596321,1.799509596659015,False,False
A00铝,6,Hybrid_variable_anchor,357.336971682099,512.1581942041706,1.6851596808143026,-43.271632405730635,120,381.4896755162243,527.4805219596321,1.799509596659015,381.4896755162243,527.4805219596321,1.799509596659015,True,True
A00铝,6,Naive_last,381.4896755162243,527.4805219596321,1.799509596659015,-27.21238938053096,120,381.4896755162243,527.4805219596321,1.799509596659015,381.4896755162243,527.4805219596321,1.799509596659015,False,False
A00铝,6,Selected_adaptive_anchor,357.336971682099,512.1581942041706,1.6851596808143026,-43.271632405730635,120,381.4896755162243,527.4805219596321,1.799509596659015,381.4896755162243,527.4805219596321,1.799509596659015,True,True
A00铝,7,Final_ensemble,418.43657817109136,576.2912670753133,1.9740363988972962,-33.628318584070804,120,418.43657817109136,576.2912670753133,1.9740363988972962,418.43657817109136,576.2912670753133,1.9740363988972962,False,False
A00铝,7,Hybrid_variable_anchor,391.99134182624306,556.4041663663618,1.847955292085196,-51.92804608076564,120,418.43657817109136,576.2912670753133,1.9740363988972962,418.43657817109136,576.2912670753133,1.9740363988972962,True,True
A00铝,7,Naive_last,418.43657817109136,576.2912670753133,1.9740363988972962,-33.628318584070804,120,418.43657817109136,576.2912670753133,1.9740363988972962,418.43657817109136,576.2912670753133,1.9740363988972962,False,False
A00铝,7,Selected_adaptive_anchor,391.99134182624306,556.4041663663618,1.847955292085196,-51.92804608076564,120,418.43657817109136,576.2912670753133,1.9740363988972962,418.43657817109136,576.2912670753133,1.9740363988972962,True,True
A00铝,8,Final_ensemble,441.6666666666666,608.4432813042932,2.0844546675799065,-37.38938053097345,120,441.6666666666666,608.4432813042932,2.0844546675799065,441.6666666666666,608.4432813042932,2.0844546675799065,False,False
A00铝,8,Hybrid_variable_anchor,418.07392612195304,584.6078084191513,1.9701446378912377,-58.904862754503,120,441.6666666666666,608.4432813042932,2.0844546675799065,441.6666666666666,608.4432813042932,2.0844546675799065,True,True
A00铝,8,Naive_last,441.6666666666666,608.4432813042932,2.0844546675799065,-37.38938053097345,120,441.6666666666666,608.4432813042932,2.0844546675799065,441.6666666666666,608.4432813042932,2.0844546675799065,False,False
A00铝,8,Selected_adaptive_anchor,418.07392612195304,584.6078084191513,1.9701446378912377,-58.904862754503,120,441.6666666666666,608.4432813042932,2.0844546675799065,441.6666666666666,608.4432813042932,2.0844546675799065,True,True
A00铝,9,Final_ensemble,477.4336283185838,629.0110024091371,2.2521844200487107,-44.1002949852507,120,477.4336283185838,629.0110024091371,2.2521844200487107,477.4336283185838,629.0110024091371,2.2521844200487107,False,False
A00铝,9,Hybrid_variable_anchor,439.33161502788414,602.6256796473255,2.0693675382450714,-69.76409453011892,120,477.4336283185838,629.0110024091371,2.2521844200487107,477.4336283185838,629.0110024091371,2.2521844200487107,True,True
A00铝,9,Naive_last,477.4336283185838,629.0110024091371,2.2521844200487107,-44.1002949852507,120,477.4336283185838,629.0110024091371,2.2521844200487107,477.4336283185838,629.0110024091371,2.2521844200487107,False,False
A00铝,9,Selected_adaptive_anchor,439.33161502788414,602.6256796473255,2.0693675382450714,-69.76409453011892,120,477.4336283185838,629.0110024091371,2.2521844200487107,477.4336283185838,629.0110024091371,2.2521844200487107,True,True
A00铝,10,Final_ensemble,502.8761061946899,655.4246013827496,2.3713044977122526,-47.86135693215338,120,502.8761061946899,655.4246013827496,2.3713044977122526,502.8761061946899,655.4246013827496,2.3713044977122526,False,False
A00铝,10,Hybrid_variable_anchor,456.1589811721875,625.1535843962736,2.147777231555711,-78.16053489688474,120,502.8761061946899,655.4246013827496,2.3713044977122526,502.8761061946899,655.4246013827496,2.3713044977122526,True,True
A00铝,10,Naive_last,502.8761061946899,655.4246013827496,2.3713044977122526,-47.86135693215338,120,502.8761061946899,655.4246013827496,2.3713044977122526,502.8761061946899,655.4246013827496,2.3713044977122526,False,False
A00铝,10,Selected_adaptive_anchor,456.1589811721875,625.1535843962736,2.147777231555711,-78.16053489688474,120,502.8761061946899,655.4246013827496,2.3713044977122526,502.8761061946899,655.4246013827496,2.3713044977122526,True,True
A00铝,11,Final_ensemble,526.9911504424776,673.6067485079636,2.4857992919738834,-50.0,120,526.9911504424776,673.6067485079636,2.4857992919738834,526.9911504424776,673.6067485079636,2.4857992919738834,False,False
A00铝,11,Hybrid_variable_anchor,472.7759500596227,637.5483636671111,2.2259480378540877,-86.15447048797748,120,526.9911504424776,673.6067485079636,2.4857992919738834,526.9911504424776,673.6067485079636,2.4857992919738834,True,True
A00铝,11,Naive_last,526.9911504424776,673.6067485079636,2.4857992919738834,-50.0,120,526.9911504424776,673.6067485079636,2.4857992919738834,526.9911504424776,673.6067485079636,2.4857992919738834,False,False
A00铝,11,Selected_adaptive_anchor,472.7759500596227,637.5483636671111,2.2259480378540877,-86.15447048797748,120,526.9911504424776,673.6067485079636,2.4857992919738834,526.9911504424776,673.6067485079636,2.4857992919738834,True,True
A00铝,12,Final_ensemble,539.3805309734511,690.4299781315956,2.543455880523531,-50.58997050147491,120,539.3805309734511,690.4299781315956,2.543455880523531,539.3805309734511,690.4299781315956,2.543455880523531,False,False
A00铝,12,Hybrid_variable_anchor,479.8081147620885,648.1288448275257,2.257934589625904,-93.16867542878893,120,539.3805309734511,690.4299781315956,2.543455880523531,539.3805309734511,690.4299781315956,2.543455880523531,True,True
A00铝,12,Naive_last,539.3805309734511,690.4299781315956,2.543455880523531,-50.58997050147491,120,539.3805309734511,690.4299781315956,2.543455880523531,539.3805309734511,690.4299781315956,2.543455880523531,False,False
A00铝,12,Selected_adaptive_anchor,479.8081147620885,648.1288448275257,2.257934589625904,-93.16867542878893,120,539.3805309734511,690.4299781315956,2.543455880523531,539.3805309734511,690.4299781315956,2.543455880523531,True,True
A00铝,13,Final_ensemble,479.1734465168022,644.2491363777906,2.261264382564003,-24.971079856172643,120,550.9587020648966,704.5775356524299,2.5979851332793387,479.1734465168022,644.2491363777906,2.261264382564003,True,False
