series,forecast_date,horizon,hybrid_predicted_price,ensemble_predicted_price,monthly_anchor,remaining_month_target,anchor_adjustment,anchor_source,p10,p90,p05,p95,model_version,selected_predicted_price,selected_model
铝合金ADC12,2026-09-25,22,20203.969807873833,21150.442,19429.58346886151,19429.58346886151,-946.4721921261668,tax_exclusive_monthly_future_prediction,19398.660807873835,21177.421807873834,19230.518807873836,21358.837807873835,daily-hybrid-variable-anchor-v1,21150.442,Final_ensemble
铝合金ADC12,2026-09-28,23,20160.94834459537,21150.442,19429.58346886151,19429.58346886151,-989.4936554046288,tax_exclusive_monthly_future_prediction,19355.639344595373,21134.40034459537,19187.497344595373,21315.816344595372,daily-hybrid-variable-anchor-v1,21150.442,Final_ensemble
铝合金ADC12,2026-09-29,24,20117.926881316907,21150.442,19429.58346886151,19429.58346886151,-1032.515118683091,tax_exclusive_monthly_future_prediction,19321.46688131691,21011.732881316908,19144.47588131691,21272.79488131691,daily-hybrid-variable-anchor-v1,21150.442,Final_ensemble
铝合金ADC12,2026-09-30,25,20074.905418038445,21150.442,19429.58346886151,19429.58346886151,-1075.536581961553,tax_exclusive_monthly_future_prediction,19278.445418038445,21048.357418038446,19008.534418038445,21313.844418038447,daily-hybrid-variable-anchor-v1,21150.442,Final_ensemble
铝合金ADC12,2026-10-01,26,19767.214594071454,21150.442,19022.39983703301,19022.39983703301,-1383.2274059285442,tax_exclusive_monthly_future_prediction,18970.754594071455,20740.666594071456,18616.772594071455,20922.082594071457,daily-hybrid-variable-anchor-v1,21150.442,Final_ensemble
铝合金ADC12,2026-10-02,27,19714.01353999728,21150.442,19022.39983703301,19022.39983703301,-1436.428460002719,tax_exclusive_monthly_future_prediction,18917.55353999728,20687.46553999728,18563.57153999728,20864.456539997278,daily-hybrid-variable-anchor-v1,21150.442,Final_ensemble
铝合金ADC12,2026-10-05,28,19660.812485923107,21150.442,19022.39983703301,19022.39983703301,-1489.6295140768934,tax_exclusive_monthly_future_prediction,18864.352485923107,20634.264485923108,18594.441485923107,20727.184485923106,daily-hybrid-variable-anchor-v1,21150.442,Final_ensemble
铝合金ADC12,2026-10-06,29,19607.61143184893,21150.442,19022.39983703301,19022.39983703301,-1542.8305681510683,tax_exclusive_monthly_future_prediction,18811.15143184893,20589.91243184893,18541.24043184893,20762.479431848933,daily-hybrid-variable-anchor-v1,21150.442,Final_ensemble
铝合金ADC12,2026-10-07,30,19554.410377774755,21150.442,19022.39983703301,19022.39983703301,-1596.0316222252432,tax_exclusive_monthly_future_prediction,18749.101377774758,20527.862377774756,18488.039377774756,20793.349377774757,daily-hybrid-variable-anchor-v1,21150.442,Final_ensemble
铸造铝合金锭(ZLD104),2026-08-27,1,21238.141527569867,21415.929,20433.71336066051,14304.430102794664,-177.78747243013342,tax_exclusive_monthly_future_prediction,20972.654527569866,21423.982527569868,20884.159527569867,21508.053527569868,daily-hybrid-variable-anchor-v1,21415.929,Final_ensemble
铸造铝合金锭(ZLD104),2026-08-28,2,21060.354055139735,21415.929,20433.71336066051,14304.430102794664,-355.57494486026684,tax_exclusive_monthly_future_prediction,20706.372055139735,21325.841055139736,20613.452055139733,21418.761055139734,daily-hybrid-variable-anchor-v1,21415.929,Final_ensemble
铸造铝合金锭(ZLD104),2026-08-31,3,20882.566582709598,21415.929,20433.71336066051,14304.430102794664,-533.3624172904002,tax_exclusive_monthly_future_prediction,20440.0885827096,21236.5495827096,20174.6025827096,21502.0355827096,daily-hybrid-variable-anchor-v1,21415.929,Final_ensemble
铸造铝合金锭(ZLD104),2026-09-01,4,21272.19645678246,21415.929,19978.60356782461,19978.60356782461,-143.73254321753885,tax_exclusive_monthly_future_prediction,20564.23245678246,21714.67445678246,20475.736456782462,21980.16145678246,daily-hybrid-variable-anchor-v1,21272.19645678246,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-09-02,5,21236.263320978076,21415.929,19978.60356782461,19978.60356782461,-179.66567902192355,tax_exclusive_monthly_future_prediction,20519.449320978078,21767.237320978074,20346.883320978075,22037.148320978074,daily-hybrid-variable-anchor-v1,21236.263320978076,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-09-03,6,21200.33018517369,21415.929,19978.60356782461,19978.60356782461,-215.59881482630826,tax_exclusive_monthly_future_prediction,20403.87018517369,21819.79918517369,20222.45418517369,22001.21518517369,daily-hybrid-variable-anchor-v1,21200.33018517369,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-09-04,7,21164.39704936931,21415.929,19978.60356782461,19978.60356782461,-251.53195063069296,tax_exclusive_monthly_future_prediction,20279.44104936931,21872.36204936931,20102.45004936931,22053.77804936931,daily-hybrid-variable-anchor-v1,21164.39704936931,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-09-07,8,21128.463913564923,21415.929,19978.60356782461,19978.60356782461,-287.4650864350777,tax_exclusive_monthly_future_prediction,20234.658913564923,21747.932913564924,20066.516913564923,22017.844913564924,daily-hybrid-variable-anchor-v1,21128.463913564923,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-09-08,9,21092.530777760538,21415.929,19978.60356782461,19978.60356782461,-323.3982222394624,tax_exclusive_monthly_future_prediction,20198.725777760537,21720.849777760537,20030.583777760537,21977.486777760536,daily-hybrid-variable-anchor-v1,21092.530777760538,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-09-09,10,21056.597641956152,21415.929,19978.60356782461,19978.60356782461,-359.3313580438471,tax_exclusive_monthly_future_prediction,20162.79264195615,21676.066641956153,20078.721641956152,21857.48264195615,daily-hybrid-variable-anchor-v1,21056.597641956152,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-09-10,11,21020.664506151767,21415.929,19978.60356782461,19978.60356782461,-395.26449384823184,tax_exclusive_monthly_future_prediction,20135.70850615177,21640.133506151768,20042.788506151766,21998.540506151767,daily-hybrid-variable-anchor-v1,21020.664506151767,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-09-11,12,20984.731370347385,21415.929,19978.60356782461,19978.60356782461,-431.1976296526165,tax_exclusive_monthly_future_prediction,20179.421370347383,21604.200370347386,20011.280370347384,21962.607370347385,daily-hybrid-variable-anchor-v1,20984.731370347385,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-09-14,13,20948.798234543,21415.929,19978.60356782461,19978.60356782461,-467.13076545700125,tax_exclusive_monthly_future_prediction,20063.842234543,21568.267234543,19970.922234543,22010.745234543,daily-hybrid-variable-anchor-v1,20948.798234543,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-09-15,14,20912.865098738614,21415.929,19978.60356782461,19978.60356782461,-503.0639012613859,tax_exclusive_monthly_future_prediction,20019.060098738613,21452.688098738614,19846.494098738614,21974.812098738614,daily-hybrid-variable-anchor-v1,20912.865098738614,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-09-16,15,20876.931962934228,21415.929,19978.60356782461,19978.60356782461,-538.9970370657707,tax_exclusive_monthly_future_prediction,19814.984962934228,21505.250962934228,19810.56096293423,21859.232962934228,daily-hybrid-variable-anchor-v1,20876.931962934228,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-09-17,16,20840.998827129846,21415.929,19978.60356782461,19978.60356782461,-574.9301728701554,tax_exclusive_monthly_future_prediction,19858.697827129847,21469.317827129846,19690.556827129847,21907.370827129846,daily-hybrid-variable-anchor-v1,20840.998827129846,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-09-18,17,20805.06569132546,21415.929,19978.60356782461,19978.60356782461,-610.86330867454,tax_exclusive_monthly_future_prediction,19743.11869132546,21521.87969132546,19654.62369132546,21871.43769132546,daily-hybrid-variable-anchor-v1,20805.06569132546,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-09-21,18,20769.132555521075,21415.929,19978.60356782461,19978.60356782461,-646.7964444789249,tax_exclusive_monthly_future_prediction,19707.185555521075,21477.097555521075,19437.274555521075,21919.575555521074,daily-hybrid-variable-anchor-v1,20769.132555521075,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-09-22,19,20733.19941971669,21415.929,19978.60356782461,19978.60356782461,-682.7295802833095,tax_exclusive_monthly_future_prediction,19671.25241971669,21529.65941971669,19401.34141971669,21711.07541971669,daily-hybrid-variable-anchor-v1,20733.19941971669,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-09-23,20,20697.266283912308,21415.929,19978.60356782461,19978.60356782461,-718.6627160876942,tax_exclusive_monthly_future_prediction,19498.151283912302,21582.222283912306,19281.337283912304,21759.213283912308,daily-hybrid-variable-anchor-v1,20697.266283912308,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-09-24,21,20661.333148107922,21415.929,19978.60356782461,19978.60356782461,-754.5958518920789,tax_exclusive_monthly_future_prediction,19506.466148107924,21634.785148107923,19245.404148107922,21723.280148107922,daily-hybrid-variable-anchor-v1,20661.333148107922,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-09-25,22,20625.400012303537,21415.929,19978.60356782461,19978.60356782461,-790.5289876964637,tax_exclusive_monthly_future_prediction,19426.285012303535,21519.206012303537,19293.542012303536,21691.772012303536,daily-hybrid-variable-anchor-v1,20625.400012303537,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-09-28,23,20589.46687649915,21415.929,19978.60356782461,19978.60356782461,-826.4621235008483,tax_exclusive_monthly_future_prediction,19430.17487649915,21562.918876499152,19257.60887649915,21739.90987649915,daily-hybrid-variable-anchor-v1,20589.46687649915,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-09-29,24,20553.533740694766,21415.929,19978.60356782461,19978.60356782461,-862.395259305233,tax_exclusive_monthly_future_prediction,19403.091740694766,21526.985740694767,19223.887740694765,21703.976740694765,daily-hybrid-variable-anchor-v1,20553.533740694766,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-09-30,25,20517.600604890384,21415.929,19978.60356782461,19978.60356782461,-898.3283951096178,tax_exclusive_monthly_future_prediction,19358.308604890382,21579.547604890384,19099.459604890384,21668.043604890383,daily-hybrid-variable-anchor-v1,20517.600604890384,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-10-01,26,20193.5565588978,21421.228,19532.63150599662,19532.63150599662,-1227.6714411021992,tax_exclusive_monthly_future_prediction,18999.4605588978,20885.0935588978,18822.6715588978,21150.0135588978,daily-hybrid-variable-anchor-v1,20193.5565588978,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-10-02,27,20146.387426547713,21421.277,19532.63150599662,19532.63150599662,-1274.8895734522837,tax_exclusive_monthly_future_prediction,18865.190426547717,20845.241426547716,18774.329426547716,21078.523426547716,daily-hybrid-variable-anchor-v1,20146.387426547713,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-10-05,28,20099.23329419763,21421.341,19532.63150599662,19532.63150599662,-1322.1077058023682,tax_exclusive_monthly_future_prediction,18862.37029419763,20834.25329419763,18712.64429419763,20987.559294197632,daily-hybrid-variable-anchor-v1,20099.23329419763,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-10-06,29,20052.088161847547,21421.414,19532.63150599662,19532.63150599662,-1369.3258381524527,tax_exclusive_monthly_future_prediction,18807.075161847548,20821.962161847547,18593.456161847545,20983.521161847548,daily-hybrid-variable-anchor-v1,20052.088161847547,Hybrid_variable_anchor
铸造铝合金锭(ZLD104),2026-10-07,30,20004.980029497463,21421.524,19532.63150599662,19532.63150599662,-1416.5439705025374,tax_exclusive_monthly_future_prediction,18682.781029497462,20720.90202949746,18507.30502949746,20937.175029497463,daily-hybrid-variable-anchor-v1,20004.980029497463,Hybrid_variable_anchor
