series,horizon,model,MAE,RMSE,MAPE_%,Bias,n_obs,naive_MAE,naive_RMSE,naive_MAPE_%,beats_naive
1#铜,14,Rolling_log_drift_120d,3023.6844212931496,3674.615288901796,3.3718628778459476,969.0627378674443,120,2551.0324483775817,3128.0732401820933,2.8227047831838212,False
1#铜,14,Rolling_log_drift_60d,3174.5414139232794,3969.1558544554005,3.5440217233272793,479.8064679289565,120,2551.0324483775817,3128.0732401820933,2.8227047831838212,False
1#铜,14,Rolling_log_drift_20d,3350.6306077298455,4345.580464986942,3.7045840613056513,-282.1587285529377,120,2551.0324483775817,3128.0732401820933,2.8227047831838212,False
1#铜,14,Rolling_log_drift_5d,4647.091882969174,6411.9440258688355,5.116836892821868,-100.26465451333897,120,2551.0324483775817,3128.0732401820933,2.8227047831838212,False
1#铜,15,Final_ensemble,2615.4129793510315,3235.294931156278,2.892806941862356,-699.0412979351033,120,2615.4129793510315,3235.294931156278,2.892806941862356,False
1#铜,15,Naive_last,2615.4129793510315,3235.294931156278,2.892806941862356,-699.0412979351033,120,2615.4129793510315,3235.294931156278,2.892806941862356,False
1#铜,15,ARIMA_log,2637.48369717755,3426.876135080002,2.911402286526008,-235.72225643288718,120,2615.4129793510315,3235.294931156278,2.892806941862356,False
1#铜,15,Ridge_direct_h,2651.9181930044947,3240.0973232935107,2.9432373248234978,-158.88163990882168,120,2615.4129793510315,3235.294931156278,2.892806941862356,False
1#铜,15,Median_ensemble,2720.6939463248505,3334.418175605961,3.023543323500792,118.75256261051182,120,2615.4129793510315,3235.294931156278,2.892806941862356,False
1#铜,15,Rolling_log_drift_120d,3157.595903778481,3838.600174978604,3.5223181416112075,1042.4270601911057,120,2615.4129793510315,3235.294931156278,2.892806941862356,False
1#铜,15,Rolling_log_drift_60d,3309.73760419592,4162.778513926094,3.69690535040237,517.9804982303134,120,2615.4129793510315,3235.294931156278,2.892806941862356,False
1#铜,15,Rolling_log_drift_20d,3573.6789578001394,4619.2583121316,3.9438934297188624,-296.8176528058004,120,2615.4129793510315,3235.294931156278,2.892806941862356,False
1#铜,15,Rolling_log_drift_5d,4880.163139839682,6813.400733569039,5.365080827395119,-91.62940841724097,120,2615.4129793510315,3235.294931156278,2.892806941862356,False
1#铜,16,Final_ensemble,2653.356873503402,3156.6199329486562,2.935161754906358,-363.986480803891,120,2753.4660766961647,3360.3574385020474,3.0428740708337783,True
1#铜,16,ARIMA_log,2690.262359642179,3473.082120213246,2.9669687368788935,-253.38313208114621,120,2753.4660766961647,3360.3574385020474,3.0428740708337783,True
1#铜,16,Ridge_direct_h,2733.416990655428,3363.5368113545146,3.034936894546424,-99.71638827090756,120,2753.4660766961647,3360.3574385020474,3.0428740708337783,True
1#铜,16,Naive_last,2753.4660766961647,3360.3574385020474,3.0428740708337783,-748.0088495575222,120,2753.4660766961647,3360.3574385020474,3.0428740708337783,False
1#铜,16,Median_ensemble,2811.480910997688,3468.5808083043485,3.1251317002661296,148.8214640129965,120,2753.4660766961647,3360.3574385020474,3.0428740708337783,False
1#铜,16,Rolling_log_drift_120d,3294.806995612856,4018.902950425087,3.677113142800745,1111.036782606728,120,2753.4660766961647,3360.3574385020474,3.0428740708337783,False
1#铜,16,Rolling_log_drift_60d,3469.9963409980855,4364.081874660562,3.8768750303820085,551.3675647751566,120,2753.4660766961647,3360.3574385020474,3.0428740708337783,False
1#铜,16,Rolling_log_drift_20d,3853.654610723808,4915.774832435733,4.248868907314519,-316.0503773531356,120,2753.4660766961647,3360.3574385020474,3.0428740708337783,False
1#铜,16,Rolling_log_drift_5d,5232.3074717717345,7269.892050288299,5.743615655695125,-86.19560721354235,120,2753.4660766961647,3360.3574385020474,3.0428740708337783,False
1#铜,17,ARIMA_log,2754.474903908449,3537.6772886030494,3.0337859708948463,-277.30166845593726,120,2872.8613569321537,3462.529283648474,3.170878743314899,True
1#铜,17,Final_ensemble,2757.744085336948,3243.123136413875,3.0478690627763942,-370.16637803935714,120,2872.8613569321537,3462.529283648474,3.170878743314899,True
1#铜,17,Ridge_direct_h,2829.668517907028,3457.4838981880366,3.140449348160363,-48.01659006302798,120,2872.8613569321537,3462.529283648474,3.170878743314899,True
1#铜,17,Naive_last,2872.8613569321537,3462.529283648474,3.170878743314899,-803.2448377581123,120,2872.8613569321537,3462.529283648474,3.170878743314899,False
1#铜,17,Median_ensemble,2911.760507756883,3574.0126893994448,3.2346760504960756,171.62364779731664,120,2872.8613569321537,3462.529283648474,3.170878743314899,False
1#铜,17,Rolling_log_drift_120d,3445.7829210158875,4180.869080406915,3.845567016326575,1173.5647910764994,120,2872.8613569321537,3462.529283648474,3.170878743314899,False
1#铜,17,Rolling_log_drift_60d,3658.6132268010397,4542.725951287508,4.086477274414724,578.6405718379101,120,2872.8613569321537,3462.529283648474,3.170878743314899,False
1#铜,17,Rolling_log_drift_20d,4074.9109745243945,5186.829384975449,4.487188938213893,-341.1838440424248,120,2872.8613569321537,3462.529283648474,3.170878743314899,False
1#铜,17,Rolling_log_drift_5d,5524.84478695877,7725.495600430162,6.058846180897352,-85.28986826124165,120,2872.8613569321537,3462.529283648474,3.170878743314899,False
1#铜,18,ARIMA_log,2802.0658474946754,3598.874539511495,3.0824283369178045,-303.1268293922078,120,2969.24778761062,3568.449240055831,3.2711575803018005,True
