series,model,MAE,RMSE,MAPE_%
1#铜,SARIMA_log_s5,6007.817109144552,6297.149612853835,6.512902942442252
A00铝,SARIMA_log_s5,443.9528023598777,659.6730304183783,2.13944154949138
1#白银,SARIMA_log_s5,1420.2033856447586,1744.0491627233687,9.490180366515839
铝合金ADC12,SARIMA_log_s5,824.0045873292477,879.2135491323018,3.930864362277959
铸造铝合金锭(ZLD104),SARIMA_log_s5,1377.149174462388,1496.9680503644615,6.425860353447556
